Sample_ID	Exp_level	Cancer_type	Tissue_type
TCGA-CN-6997-01A-11R-2016-07	1.5301256614862	HNSC	Cancer
TCGA-16-1045-01B-01R-1850-01	4.53453806952737	GBM	Cancer
TCGA-A8-A07O-01A-11R-A00Z-07	2.4933538853973	BRCA	Cancer
TCGA-KL-8335-01A-11R-2315-07	2.34927909087593	KICH	Cancer
TCGA-HC-8258-01B-05R-2302-07	6.91592435035514	PRAD	Cancer
TCGA-HT-8107-01A-13R-2404-07	0.422656575988583	LGG	Cancer
TCGA-FG-5963-01A-11R-1708-07	1.31791510585756	LGG	Cancer
TCGA-KC-A7FA-01A-21R-A33R-07	1.3877718954805	PRAD	Cancer
TCGA-D3-A3C7-06A-11R-A18U-07	12.7227104676038	SKCM	Cancer
TCGA-HR-A2OH-06A-11R-A18U-07	126.155075369412	SKCM	Cancer
TCGA-DV-5566-01A-01R-1541-07	3.84898060667336	KIRC	Cancer
TCGA-06-5412-01A-01R-1849-01	8.67849922663135	GBM	Cancer
TCGA-D5-6927-01A-21R-1928-07	9.81090304331979	COAD	Cancer
TCGA-KP-A3W1-01A-11R-A22K-07	30.6679057179868	UCEC	Cancer
TCGA-AP-A1DP-01A-11R-A137-07	0.887768458807163	UCEC	Cancer
TCGA-BH-A0BP-01A-11R-A115-07	0.97276923199838	BRCA	Cancer
TCGA-27-2524-01A-01R-1850-01	3.85538903633788	GBM	Cancer
TCGA-CX-A4AQ-01A-11R-A24Z-07	5.23986490168408	HNSC	Cancer
TCGA-A7-A26J-01A-11R-A169-07	0.676287330688497	BRCA	Cancer
TCGA-CV-7424-01A-11R-2081-07	6.27862465821454	HNSC	Cancer
TCGA-EM-A2P0-01A-11R-A206-07	1.44854934184294	THCA	Cancer
TCGA-EM-A2CR-01A-11R-A180-07	0.162674508105851	THCA	Cancer
TCGA-CH-5753-01A-11R-1580-07	1.04303161852573	PRAD	Cancer
TCGA-AB-2967-03A-01T-0734-13	2.9011719778119	LAML	Cancer
TCGA-91-6847-11A-01R-1949-07	7.1725506488693	LUAD	Normal
TCGA-FI-A2F8-01A-12R-A17B-07	2.09834348890027	UCEC	Cancer
TCGA-AN-A0AS-01A-11R-A00Z-07	0.637663186166248	BRCA	Cancer
TCGA-06-0649-01B-01R-1849-01	1.19609703245785	GBM	Cancer
TCGA-AG-A00Y-01A-02R-A002-07	1.94310298027819	READ	Cancer
TCGA-33-AASI-01A-22R-A405-07	6.01240126913624	LUSC	Cancer
TCGA-CZ-5985-11A-01R-1672-07	1.27467231553414	KIRC	Normal
TCGA-77-7142-11A-01R-2045-07	14.2037763815146	LUSC	Normal
TCGA-G3-AAV0-01A-11R-A37K-07	1.34751076672646	LIHC	Cancer
TCGA-HT-7603-01A-21R-2090-07	0.0834927173534192	LGG	Cancer
TCGA-B0-5697-11A-01R-1541-07	0.58389003272132	KIRC	Normal
TCGA-CV-A6JY-01A-11R-A31N-07	0.700171254201635	HNSC	Cancer
TCGA-DK-A3X1-01A-12R-A22U-07	5.37863893979853	BLCA	Cancer
TCGA-D8-A13Z-01A-11R-A115-07	2.26073682118944	BRCA	Cancer
TCGA-91-8499-01A-11R-2403-07	6.10997781985154	LUAD	Cancer
TCGA-AK-3458-01A-01R-1503-07	15.1059294176309	KIRC	Cancer
TCGA-GM-A2DL-01A-11R-A18M-07	0.514100321807214	BRCA	Cancer
TCGA-CD-5804-01A-12R-2055-13	2.5074053089177	STAD	Cancer
TCGA-38-4632-01A-01R-1755-07	4.30545382427337	LUAD	Cancer
TCGA-AR-A2LN-01A-21R-A18M-07	1.97041342285196	BRCA	Cancer
TCGA-DB-A64Q-01A-11R-A29R-07	0.14835769327313	LGG	Cancer
TCGA-D3-A51E-06A-11R-A266-07	13.8354155398883	SKCM	Cancer
TCGA-50-6591-01A-11R-1755-07	0.107065274932321	LUAD	Cancer
TCGA-EW-A1P7-01A-21R-A144-07	8.81279233724832	BRCA	Cancer
TCGA-78-7167-01A-11R-2066-07	1.58853315964367	LUAD	Cancer
TCGA-EO-A3AV-01A-12R-A19W-07	24.7850351661536	UCEC	Cancer
TCGA-CG-4469-01A-01R-1157-13	1.26716151733872	STAD	Cancer
TCGA-63-A5M9-01A-11R-A26W-07	3.40716503999269	LUSC	Cancer
TCGA-B0-4821-01A-01R-1503-07	12.4967585391694	KIRC	Cancer
TCGA-AA-3837-01A-01R-0905-07	2.18116644135399	COAD	Cancer
TCGA-06-2565-01A-01R-1849-01	1.04051803143069	GBM	Cancer
TCGA-XJ-A9DX-01A-11R-A37L-07	0.542734703696053	PRAD	Cancer
TCGA-25-2391-01A-01R-1569-13	1.13034536004358	OV	Cancer
TCGA-CV-7180-01A-11R-2016-07	1.52579170771228	HNSC	Cancer
TCGA-CA-6715-01A-21R-1839-07	4.89642557207554	COAD	Cancer
TCGA-VN-A88O-01A-11R-A352-07	2.19495414135418	PRAD	Cancer
TCGA-OR-A5LD-01A-11R-A29S-07	0.155721575783521	ACC	Cancer
TCGA-N5-A4RN-01A-12R-A28V-07	1.36332956927464	UCS	Cancer
TCGA-55-1594-01A-01R-0946-07	4.15764731779956	LUAD	Cancer
TCGA-BK-A0C9-01A-11R-A00V-07	4.04100908091696	UCEC	Cancer
TCGA-BP-5181-01A-01R-1426-07	11.9938026558729	KIRC	Cancer
TCGA-CG-5733-11A-01R-1602-13	7.68593029017524	STAD	Normal
TCGA-85-A4JB-01A-51R-A262-07	2.52999157972276	LUSC	Cancer
TCGA-GN-A265-06A-21R-A18T-07	12.608574624536	SKCM	Cancer
TCGA-AA-3872-01A-01R-1022-07	2.82042546783803	COAD	Cancer
TCGA-D3-A2J6-06A-11R-A18T-07	21.2337432451117	SKCM	Cancer
TCGA-EM-A3OA-01A-11R-A220-07	1.38783111038169	THCA	Cancer
TCGA-29-1762-01A-01R-1567-13	0.0632613457531842	OV	Cancer
TCGA-E2-A1IF-01A-11R-A144-07	0.818197921886879	BRCA	Cancer
TCGA-YL-A9WH-01A-11R-A37L-07	0.485282666595268	PRAD	Cancer
TCGA-BJ-A190-01A-11R-A13Y-07	0.462910717869406	THCA	Cancer
TCGA-F7-A61W-01A-11R-A28V-07	0.168495295542868	HNSC	Cancer
TCGA-EL-A3N3-11A-11R-A20F-07	3.83914549789637	THCA	Normal
TCGA-DV-5569-01A-01R-1541-07	9.47829666023789	KIRC	Cancer
TCGA-BH-A0DL-01A-11R-A115-07	2.97701275434911	BRCA	Cancer
TCGA-P6-A5OG-01A-22R-A29S-07	19.1217538392505	ACC	Cancer
TCGA-ZF-AA5N-01A-11R-A42T-07	0.490214450774649	BLCA	Cancer
TCGA-BH-A1F2-01A-31R-A13Q-07	0.287221790120547	BRCA	Cancer
TCGA-A5-A0R6-01A-11R-A104-07	3.40081991962879	UCEC	Cancer
TCGA-AO-A03P-01A-11R-A00Z-07	0.494845358836085	BRCA	Cancer
TCGA-DR-A0ZM-01A-12R-A10U-07	7.34601254716288	CESC	Cancer
TCGA-ET-A2N5-11B-11R-A18C-07	1.78695471695389	THCA	Normal
TCGA-AF-6655-01A-11R-1830-07	1.19387506563517	READ	Cancer
TCGA-A2-A3XU-01A-12R-A22U-07	0.223881177878742	BRCA	Cancer
TCGA-B8-4146-01B-11R-1672-07	4.68170579813667	KIRC	Cancer
TCGA-A8-A07I-01A-11R-A00Z-07	1.26212743154581	BRCA	Cancer
TCGA-J4-A67R-01A-21R-A30B-07	1.18489426732081	PRAD	Cancer
TCGA-IQ-A61I-01A-11R-A30B-07	7.76834005217064	HNSC	Cancer
TCGA-IN-A6RI-01A-11R-A32D-31	0.192159574358964	STAD	Cancer
TCGA-FU-A3NI-01A-11R-A21T-07	3.10361482541898	CESC	Cancer
TCGA-28-2510-01A-01R-1850-01	0.956058296639397	GBM	Cancer
TCGA-CR-5249-01A-01R-1514-07	5.03418346785293	HNSC	Cancer
TCGA-D5-6536-01A-11R-1723-07	5.75328169640678	COAD	Cancer
TCGA-CH-5771-01A-21R-1580-07	2.22082158383616	PRAD	Cancer
TCGA-56-A4BX-01A-11R-A24H-07	0.092241284910309	LUSC	Cancer
TCGA-B9-5156-01A-01R-1592-07	3.69485694883079	KIRP	Cancer
TCGA-BH-A0BS-11A-11R-A12P-07	2.08320794856126	BRCA	Normal
TCGA-AB-2868-03A-01T-0736-13	55.2045725543063	LAML	Cancer
TCGA-DD-AAD3-01A-11R-A41C-07	1.38834326185249	LIHC	Cancer
TCGA-BH-A1FM-01A-11R-A13Q-07	0.237768702564492	BRCA	Cancer
TCGA-BJ-A0ZF-01A-11R-A10U-07	0.929152367652331	THCA	Cancer
TCGA-SX-A71S-01A-11R-A33Z-07	0.447020042187562	KIRP	Cancer
TCGA-KO-8403-01A-11R-2315-07	2.60254996589336	KICH	Cancer
TCGA-E1-A7YI-01A-11R-A34F-07	0.234602357932197	LGG	Cancer
TCGA-D8-A1XG-01A-11R-A14D-07	0.111981409608925	BRCA	Cancer
TCGA-A3-A6NI-01A-11R-A33J-07	9.24265329371802	KIRC	Cancer
TCGA-OR-A5LO-01A-11R-A29S-07	0.481736914436119	ACC	Cancer
TCGA-ER-A2NH-06A-11R-A18S-07	107.533831268819	SKCM	Cancer
TCGA-91-A4BC-01A-11R-A24H-07	57.5175068420965	LUAD	Cancer
TCGA-CV-5435-01A-01R-1686-07	1.3650169737757	HNSC	Cancer
TCGA-49-AARO-01A-12R-A41B-07	4.21078357356952	LUAD	Cancer
TCGA-D6-A4ZB-01A-11R-A24Z-07	3.65621006591549	HNSC	Cancer
TCGA-DU-8168-01A-11R-2256-07	0.164841640909922	LGG	Cancer
TCGA-DK-AA6U-01A-11R-A39I-07	1.0868293354413	BLCA	Cancer
TCGA-DF-A2KR-01A-11R-A180-07	1.68965978937597	UCEC	Cancer
TCGA-AB-2915-03A-01T-0740-13	24.1580877734275	LAML	Cancer
TCGA-AJ-A3IA-01A-11R-A213-07	3.43440016458139	UCEC	Cancer
TCGA-AO-A03N-01B-11R-A10J-07	0.879647520778308	BRCA	Cancer
TCGA-KT-A7W1-01A-11R-A34F-07	0.934384366687733	LGG	Cancer
TCGA-BJ-A45J-01A-11R-A23W-07	0.783029148993103	THCA	Cancer
TCGA-4E-A92E-01A-11R-A37O-07	7.08572826845334	UCEC	Cancer
TCGA-AA-3688-01A-01R-0905-07	1.27947621779846	COAD	Cancer
TCGA-B7-A5TI-01A-11R-A31P-31	2.69292765344754	STAD	Cancer
TCGA-NC-A5HN-01A-11R-A26W-07	2.45824113010236	LUSC	Cancer
TCGA-DY-A1H8-01A-21R-A155-07	6.20000585161181	READ	Cancer
TCGA-CN-4736-01A-01R-1436-07	15.5393034496471	HNSC	Cancer
TCGA-D9-A149-06A-11R-A18S-07	10.5994158931208	SKCM	Cancer
TCGA-A4-8518-01A-11R-2404-07	1.12497682113043	KIRP	Cancer
TCGA-39-5021-01A-01R-1443-07	6.12610158314016	LUSC	Cancer
TCGA-DV-5576-01A-01R-1541-07	3.54264871036805	KIRC	Cancer
TCGA-HT-7467-01A-11R-2027-07	0.585129484456493	LGG	Cancer
TCGA-D8-A145-01A-11R-A115-07	2.47120466038502	BRCA	Cancer
TCGA-68-7755-01A-11R-2125-07	2.2843375721499	LUSC	Cancer
TCGA-24-1845-01A-01R-1567-13	0.633996766731085	OV	Cancer
TCGA-GN-A266-06A-11R-A18T-07	5.63382896881791	SKCM	Cancer
TCGA-CK-6751-01A-11R-1839-07	2.39298963934734	COAD	Cancer
TCGA-55-6980-11A-01R-1949-07	16.3485384938254	LUAD	Normal
TCGA-EL-A3ZQ-01A-11R-A23N-07	4.10128553824525	THCA	Cancer
TCGA-BG-A222-01A-11R-A157-07	3.64221611125383	UCEC	Cancer
TCGA-D6-A6EO-01A-11R-A31N-07	38.9678968389146	HNSC	Cancer
TCGA-BR-8364-01A-11R-2343-13	5.84972977114825	STAD	Cancer
TCGA-C5-A1MP-01A-11R-A14Y-07	4.99938523842288	CESC	Cancer
TCGA-24-1603-01A-01R-1566-13	0.637791690828979	OV	Cancer
TCGA-IR-A3LK-01A-12R-A213-07	4.63819408286395	CESC	Cancer
TCGA-13-1489-02A-01R-1565-13	3.50590719600984	OV	Cancer
TCGA-DU-6542-01A-11R-1896-07	0.475487649369957	LGG	Cancer
TCGA-BP-5174-01A-01R-1426-07	4.34551409124664	KIRC	Cancer
TCGA-21-1070-01A-01R-0692-07	16.7487647146277	LUSC	Cancer
TCGA-CV-7411-01A-11R-2081-07	1.34862411355114	HNSC	Cancer
TCGA-2Z-A9J3-01A-12R-A38C-07	0.494562104522204	KIRP	Cancer
TCGA-DJ-A3VL-01A-11R-A23N-07	5.03308090364957	THCA	Cancer
TCGA-DD-A11D-01A-11R-A131-07	1.19866742962985	LIHC	Cancer
TCGA-C5-A905-01A-11R-A37O-07	1.56563277033811	CESC	Cancer
TCGA-BP-5194-01A-02R-1426-07	13.7402099349143	KIRC	Cancer
TCGA-EW-A1P4-01A-21R-A144-07	12.474411084612	BRCA	Cancer
TCGA-HU-A4GJ-01A-11R-A251-31	10.6327529873697	STAD	Cancer
TCGA-CV-6941-01A-11R-1915-07	4.02021987662502	HNSC	Cancer
TCGA-V1-A9O5-01A-11R-A41O-07	2.55682530772076	PRAD	Cancer
TCGA-E9-A244-01A-11R-A169-07	0.804711630141228	BRCA	Cancer
TCGA-AO-A12G-01A-11R-A10J-07	0.735125562420793	BRCA	Cancer
TCGA-FA-A7DS-01A-11R-A38C-07	116.384368057539	DLBC	Cancer
TCGA-AO-A1KT-01A-11R-A13Q-07	0.748048166335246	BRCA	Cancer
TCGA-B6-A3ZX-01A-11R-A239-07	9.41184230362273	BRCA	Cancer
TCGA-CJ-6032-01A-11R-1672-07	7.7000619550425	KIRC	Cancer
TCGA-43-8115-01A-11R-2247-07	9.63148861343668	LUSC	Cancer
TCGA-AO-A0J2-01A-11R-A034-07	7.57336041318858	BRCA	Cancer
TCGA-49-AAQV-01A-11R-A39D-07	2.58660849668289	LUAD	Cancer
TCGA-77-A5GF-01A-21R-A27Q-07	4.46984112906857	LUSC	Cancer
TCGA-A8-A09A-01A-11R-A00Z-07	2.16445197731822	BRCA	Cancer
TCGA-75-5122-01A-01R-1755-07	28.8142876358332	LUAD	Cancer
TCGA-KL-8334-01A-11R-2315-07	2.43529243509993	KICH	Cancer
TCGA-B6-A1KI-01A-11R-A14M-07	0.602155480992436	BRCA	Cancer
TCGA-BQ-7058-01A-11R-1965-07	1.22120347620856	KIRP	Cancer
TCGA-BP-4158-01A-02R-1289-07	12.4092642415323	KIRC	Cancer
TCGA-P5-A730-01A-11R-A32Q-07	0.201971914629256	LGG	Cancer
TCGA-V1-A8MG-01A-11R-A36G-07	2.95823993645282	PRAD	Cancer
TCGA-CZ-5985-01A-11R-1672-07	9.98737249333076	KIRC	Cancer
TCGA-AN-A0FZ-01A-11R-A034-07	0.304083716994479	BRCA	Cancer
TCGA-62-A46V-01A-11R-A24H-07	1.49228487018982	LUAD	Cancer
TCGA-78-7155-01A-11R-2039-07	3.2975577242772	LUAD	Cancer
TCGA-EJ-7314-01A-31R-2118-07	1.46737294002722	PRAD	Cancer
TCGA-2Z-A9J8-01A-11R-A42S-07	2.22252784115408	KIRP	Cancer
TCGA-25-2400-01A-01R-1569-13	0.342055529466502	OV	Cancer
TCGA-AZ-6603-11A-02R-1839-07	11.8004677680948	COAD	Normal
TCGA-S9-A6WH-01A-12R-A33Z-07	0.290987278122397	LGG	Cancer
TCGA-EL-A3CO-01A-11R-A19O-07	5.50847029696596	THCA	Cancer
TCGA-QK-A8ZB-01A-11R-A39I-07	0.920091440521408	HNSC	Cancer
TCGA-HT-8110-01A-11R-2404-07	1.01471354876112	LGG	Cancer
TCGA-B6-A0I2-01A-11R-A034-07	18.149948584848	BRCA	Cancer
TCGA-B6-A40B-01A-11R-A239-07	0.460066780487816	BRCA	Cancer
TCGA-P5-A72U-01A-31R-A32Q-07	3.31561820549878	LGG	Cancer
TCGA-D1-A0ZP-01A-21R-A10J-07	1.42431674939724	UCEC	Cancer
TCGA-KO-8407-01A-11R-2315-07	4.9022743061458	KICH	Cancer
TCGA-EB-A5UL-06A-11R-A311-07	16.2761802732305	SKCM	Cancer
TCGA-HR-A2OG-06A-21R-A18U-07	5.12294805245626	SKCM	Cancer
TCGA-44-2655-01A-01R-0946-07	2.00954870449866	LUAD	Cancer
TCGA-G9-6351-01A-21R-1965-07	1.01741896049917	PRAD	Cancer
TCGA-D7-6520-01A-11R-1802-13	1.74802323660494	STAD	Cancer
TCGA-06-0644-01A-02R-1849-01	4.01855847863613	GBM	Cancer
TCGA-50-5931-01A-11R-1755-07	1.17161394119001	LUAD	Cancer
TCGA-A8-A093-01A-11R-A00Z-07	0.27282354204637	BRCA	Cancer
TCGA-CV-7430-01A-11R-2132-07	0.899461070113976	HNSC	Cancer
TCGA-24-2271-01A-01R-1568-13	2.41880880806862	OV	Cancer
TCGA-DK-A1AG-01A-11R-A13Y-07	2.32961467808112	BLCA	Cancer
TCGA-DD-AACS-01A-11R-A41C-07	0.782849277760818	LIHC	Cancer
TCGA-BF-A1PX-01A-12R-A18T-07	35.2398526401549	SKCM	Cancer
TCGA-55-6979-11A-01R-1949-07	6.8936177070597	LUAD	Normal
TCGA-AA-3864-01A-01R-1022-07	2.74441950726929	COAD	Cancer
TCGA-VS-A9UB-01A-22R-A42T-07	49.2198851301576	CESC	Cancer
TCGA-AA-A00E-01A-01R-A002-07	6.30353693984005	COAD	Cancer
TCGA-ED-A459-01A-11R-A266-07	0.413539400036793	LIHC	Cancer
TCGA-G9-6499-11A-02R-1965-07	1.27083338706418	PRAD	Normal
TCGA-29-1694-01A-01R-1567-13	1.33343780057947	OV	Cancer
TCGA-B8-4154-01A-01R-1188-07	19.3209629289403	KIRC	Cancer
TCGA-S9-A6WE-01A-12R-A33Z-07	0.281017722124127	LGG	Cancer
TCGA-BR-6852-01A-11R-1884-13	40.7634877252153	STAD	Cancer
TCGA-NC-A5HF-01A-11R-A26W-07	0.957366148049804	LUSC	Cancer
TCGA-13-1496-01A-01R-1565-13	4.33642105911144	OV	Cancer
TCGA-DB-A64P-01A-11R-A29R-07	0.240218744991364	LGG	Cancer
TCGA-85-8666-01A-11R-2403-07	9.14308086858596	LUSC	Cancer
TCGA-EY-A1GP-01A-11R-A13S-07	7.8574835846762	UCEC	Cancer
TCGA-IN-A6RS-01A-12R-A354-31	4.6517596812453	STAD	Cancer
TCGA-EL-A3ZN-01A-11R-A23N-07	2.10525050152631	THCA	Cancer
TCGA-77-8139-01A-11R-2247-07	3.73282490119409	LUSC	Cancer
TCGA-DD-A113-01A-11R-A131-07	1.09868735427866	LIHC	Cancer
TCGA-EJ-7781-01A-11R-2118-07	1.11037927720123	PRAD	Cancer
TCGA-25-1313-01A-01R-1565-13	0.927798807576355	OV	Cancer
TCGA-AF-2691-01A-01R-0821-07	8.86722824719572	READ	Cancer
TCGA-43-6773-11A-01R-1949-07	26.4685742039971	LUSC	Normal
TCGA-CV-6960-11A-01R-2016-07	1.5067239471489	HNSC	Normal
TCGA-ER-A19D-06A-11R-A18S-07	4.70231368929781	SKCM	Cancer
TCGA-2A-A8W3-01A-11R-A37L-07	1.25473134978677	PRAD	Cancer
TCGA-85-8276-01A-11R-2296-07	10.4119545243556	LUSC	Cancer
TCGA-AB-2803-03A-01T-0734-13	2.12978986197992	LAML	Cancer
TCGA-BJ-A28R-11A-11R-A16R-07	8.36423101483844	THCA	Normal
TCGA-C8-A26Y-01A-11R-A16F-07	1.22598634601528	BRCA	Cancer
TCGA-TQ-A7RK-02A-11R-A36H-07	0.136765668216704	LGG	Cancer
TCGA-22-5479-01A-31R-1949-07	5.25283325836925	LUSC	Cancer
TCGA-B0-5113-01A-01R-1420-07	7.07387076380714	KIRC	Cancer
TCGA-TQ-A7RO-01A-11R-A33Z-07	0.49772873275154	LGG	Cancer
TCGA-43-2576-01A-01R-A32Z-07	9.28338168603959	LUSC	Cancer
TCGA-AY-A69D-01A-11R-A37K-07	0.664771661750236	COAD	Cancer
TCGA-DD-AADN-01A-11R-A41C-07	15.4086071806554	LIHC	Cancer
TCGA-D8-A1JD-01A-11R-A13Q-07	0.876452412260999	BRCA	Cancer
TCGA-ER-A19O-06A-11R-A18S-07	31.6762867125937	SKCM	Cancer
TCGA-AA-3713-11A-01R-1723-07	4.58634501555818	COAD	Normal
TCGA-85-7843-01A-11R-2125-07	2.89573708344517	LUSC	Cancer
TCGA-BH-A0BV-01A-11R-A00Z-07	1.79007093172984	BRCA	Cancer
TCGA-25-1633-01A-01R-1566-13	2.96277393456345	OV	Cancer
TCGA-AB-2889-03A-01T-0735-13	8.82661455437774	LAML	Cancer
TCGA-IN-8462-11A-01R-2343-13	0.388561534489194	STAD	Normal
TCGA-46-3766-01A-01R-0980-07	8.20116955050634	LUSC	Cancer
TCGA-CV-6934-01A-11R-1915-07	9.78408165058057	HNSC	Cancer
TCGA-EL-A3D6-01A-12R-A206-07	1.97660428385232	THCA	Cancer
TCGA-FX-A2QS-11A-11R-A21T-07	0.946718129432842	SARC	Normal
TCGA-LC-A66R-01A-41R-A30C-07	13.7098092678275	BLCA	Cancer
TCGA-ZS-A9CE-01A-11R-A37K-07	0.225555881278416	LIHC	Cancer
TCGA-CR-6487-01A-11R-1873-07	38.640987063896	HNSC	Cancer
TCGA-49-4507-01A-01R-1206-07	20.0548631048895	LUAD	Cancer
TCGA-55-6969-11A-01R-1949-07	10.1645071155988	LUAD	Normal
TCGA-CV-6962-11A-01R-1915-07	1.54818145686794	HNSC	Normal
TCGA-HU-A4GT-01A-21R-A251-31	1.31625942825411	STAD	Cancer
TCGA-DB-5281-01A-01R-1470-07	0.531411622913089	LGG	Cancer
TCGA-C8-A12Z-01A-11R-A115-07	0.346838791902526	BRCA	Cancer
TCGA-77-8008-01A-21R-2187-07	2.7535348955038	LUSC	Cancer
TCGA-FI-A2EU-01A-11R-A17B-07	2.18075627787228	UCEC	Cancer
TCGA-IR-A3LB-01A-11R-A24H-07	3.16843178514318	CESC	Cancer
TCGA-CR-7382-01A-11R-2132-07	10.8800896335378	HNSC	Cancer
TCGA-D6-6515-01A-21R-1873-07	9.15343126704668	HNSC	Cancer
TCGA-DS-A7WH-01A-22R-A352-07	2.53171132051408	CESC	Cancer
TCGA-A6-6141-01A-11R-1774-07	3.91754939946838	COAD	Cancer
TCGA-EJ-A65M-01A-11R-A29R-07	2.06465069998356	PRAD	Cancer
TCGA-AO-A0JB-01A-11R-A32Y-07	1.07661866562789	BRCA	Cancer
TCGA-P5-A72W-01A-11R-A32Q-07	0.374743552232068	LGG	Cancer
TCGA-CH-5746-01A-11R-1580-07	0.497987326936186	PRAD	Cancer
TCGA-HW-7493-01A-11R-2027-07	0.547011911440373	LGG	Cancer
TCGA-CC-A5UD-01A-11R-A28V-07	2.16435845253843	LIHC	Cancer
TCGA-B0-4837-01A-01R-1305-07	9.50644908297303	KIRC	Cancer
TCGA-XF-A9T5-01A-11R-A42T-07	11.8625530357672	BLCA	Cancer
TCGA-KQ-A41Q-01A-11R-A33J-07	0.628968347027501	BLCA	Cancer
TCGA-G9-6498-01A-12R-A311-07	3.43020296854779	PRAD	Cancer
TCGA-XS-A8TJ-01A-11R-A36F-07	4.8276846137628	CESC	Cancer
TCGA-A4-7915-01A-11R-2204-07	4.99917481600131	KIRP	Cancer
TCGA-BG-A3EW-01A-11R-A22K-07	0.996794090628691	UCEC	Cancer
TCGA-29-2428-01A-01R-1569-13	4.19876205026755	OV	Cancer
TCGA-EM-A3AI-01A-11R-A206-07	0.498288673523035	THCA	Cancer
TCGA-50-6592-01A-11R-1755-07	24.9417625258965	LUAD	Cancer
TCGA-C8-A12P-01A-11R-A115-07	1.6554578084077	BRCA	Cancer
TCGA-BR-8483-01A-31R-2402-13	0.803247842081464	STAD	Cancer
TCGA-B8-4619-11A-01R-1758-07	2.39800538973794	KIRC	Normal
TCGA-34-5927-01A-11R-1820-07	2.86152291616583	LUSC	Cancer
TCGA-G2-A2EO-01A-11R-A180-07	10.1511966348598	BLCA	Cancer
TCGA-ZJ-AAX8-01A-11R-A42T-07	7.85020183493517	CESC	Cancer
TCGA-ER-A19L-06A-12R-A18S-07	1.21185944743928	SKCM	Cancer
TCGA-HT-A61B-01A-11R-A29R-07	0.580948263363223	LGG	Cancer
TCGA-FS-A1ZS-06A-12R-A18T-07	0.69266290412444	SKCM	Cancer
TCGA-75-6207-01A-11R-1755-07	1.57923426474304	LUAD	Cancer
TCGA-UF-A7JA-01A-12R-A34R-07	1.49286727668359	HNSC	Cancer
TCGA-CZ-4853-01A-01R-1426-07	7.46503677820005	KIRC	Cancer
TCGA-BH-AB28-01A-31R-A41B-07	1.5176324118496	BRCA	Cancer
TCGA-38-4626-11A-01R-1758-07	13.157551533489	LUAD	Normal
TCGA-EY-A215-01A-11R-A14M-07	10.7626272891126	UCEC	Cancer
TCGA-CQ-7063-01A-11R-2403-07	13.5664349975238	HNSC	Cancer
TCGA-BF-A5EQ-01A-21R-A27Q-07	8.6971231956904	SKCM	Cancer
TCGA-B6-A0I9-01A-11R-A034-07	1.03452640368436	BRCA	Cancer
TCGA-BP-4756-01A-01R-1289-07	4.98471095419434	KIRC	Cancer
TCGA-AB-2858-03A-01T-0736-13	4.78687712366422	LAML	Cancer
TCGA-ET-A2MX-01A-11R-A23N-07	0.464196836646812	THCA	Cancer
TCGA-BR-4256-01A-01R-1131-13	7.75198491814046	STAD	Cancer
TCGA-FR-A2OS-01A-11R-A21D-07	0.260236661800302	SKCM	Cancer
TCGA-EM-A3FN-01A-11R-A21D-07	1.20745792189362	THCA	Cancer
TCGA-24-2027-01A-01R-1567-13	0.414953762231245	OV	Cancer
TCGA-K4-A54R-11A-11R-A26T-07	6.19086045976888	BLCA	Normal
TCGA-GM-A3XG-01A-31R-A24H-07	0.338411037587329	BRCA	Cancer
TCGA-DJ-A3UW-01A-11R-A22L-07	4.74050027298673	THCA	Cancer
TCGA-06-0125-02A-11R-2005-01	0.542206737687314	GBM	Cancer
TCGA-C5-A7UH-01A-11R-A352-07	4.95725590383029	CESC	Cancer
TCGA-CN-5363-01A-01R-1436-07	12.7268985637623	HNSC	Cancer
TCGA-66-2793-01A-01R-1201-07	0.938072665159249	LUSC	Cancer
TCGA-EE-A3JA-06A-11R-A20F-07	2.85493119210253	SKCM	Cancer
TCGA-VQ-A8PF-01A-11R-A414-31	14.5594613766996	STAD	Cancer
TCGA-HT-A5RB-01A-11R-A28M-07	0.122389427851075	LGG	Cancer
TCGA-B0-5102-01A-01R-1420-07	5.92246342789264	KIRC	Cancer
TCGA-AR-A2LE-01A-11R-A180-07	0.995025221231351	BRCA	Cancer
TCGA-TN-A7HI-01A-11R-A34R-07	7.03657054889557	HNSC	Cancer
TCGA-AZ-5403-01A-01R-1653-07	0.478817751619623	COAD	Cancer
TCGA-EP-A3RK-01A-11R-A22L-07	7.2024377183777	LIHC	Cancer
TCGA-21-1081-01A-01R-0692-07	2.18894596902639	LUSC	Cancer
TCGA-F4-6459-01A-11R-1774-07	1.62999861650792	COAD	Cancer
TCGA-A3-3326-01A-01R-0864-07	13.3477584897895	KIRC	Cancer
TCGA-HD-7754-01A-11R-2081-07	1.66376634788104	HNSC	Cancer
TCGA-JX-A3Q0-01A-11R-A32Y-07	8.85744484929354	CESC	Cancer
TCGA-QH-A6CZ-01A-11R-A32Q-07	0.278826507699224	LGG	Cancer
TCGA-C8-A134-01A-11R-A115-07	3.07186278034472	BRCA	Cancer
TCGA-R5-A7ZR-01A-11R-A354-31	0.700963805273026	STAD	Cancer
TCGA-AG-3598-01A-01R-0826-07	3.88830163005303	READ	Cancer
TCGA-G3-AAV7-01A-11R-A38B-07	0.582004626189771	LIHC	Cancer
