Sample_ID	Exp_level	Cancer_type	Tissue_type
TCGA-EJ-A65B-01A-12R-A30B-07	0.824557115856878	PRAD	Cancer
TCGA-KO-8415-01A-11R-2315-07	3.89651989765271	KICH	Cancer
TCGA-D1-A160-01A-11R-A118-07	2.61879464162	UCEC	Cancer
TCGA-BG-A0LX-01A-11R-A16W-07	3.59531699961589	UCEC	Cancer
TCGA-ER-A195-06A-11R-A18U-07	25.3149353669408	SKCM	Cancer
TCGA-EE-A3J3-06A-11R-A20F-07	3.06870040701046	SKCM	Cancer
TCGA-AC-A3YJ-01A-11R-A22U-07	1.12839689524274	BRCA	Cancer
TCGA-AB-2842-03A-01T-0734-13	1.3309903812047	LAML	Cancer
TCGA-S9-A6TV-01A-12R-A34R-07	2.27511738338044	LGG	Cancer
TCGA-34-8456-01A-21R-2326-07	2.80893880488565	LUSC	Cancer
TCGA-AC-A2FF-01A-11R-A17B-07	3.70737897999578	BRCA	Cancer
TCGA-CC-A8HU-01A-11R-A36F-07	0.731371964670095	LIHC	Cancer
TCGA-44-7661-01A-11R-2066-07	5.26221400630411	LUAD	Cancer
TCGA-DQ-5629-01A-01R-1873-07	1.3573297856887	HNSC	Cancer
TCGA-B6-A0RL-01A-11R-A084-07	0.080635222339131	BRCA	Cancer
TCGA-B6-A0WT-01A-11R-A109-07	0.450710773440739	BRCA	Cancer
TCGA-CN-6013-01A-11R-1686-07	17.0317803693422	HNSC	Cancer
TCGA-C5-A3HE-01A-21R-A22U-07	21.1858299820069	CESC	Cancer
TCGA-BF-A5ES-01A-11R-A27Q-07	1.73602570813306	SKCM	Cancer
TCGA-ZF-A9R4-01A-11R-A38B-07	5.27674528650601	BLCA	Cancer
TCGA-DM-A0XD-01A-12R-A155-07	8.55271907374963	COAD	Cancer
TCGA-C8-A1HF-01A-11R-A137-07	7.2416017126905	BRCA	Cancer
TCGA-EL-A3ZS-11A-11R-A23N-07	15.3605804656312	THCA	Normal
TCGA-EY-A1GI-01A-11R-A13S-07	1.95980949395736	UCEC	Cancer
TCGA-E1-A7Z4-01A-11R-A34R-07	0.141700297799996	LGG	Cancer
TCGA-GV-A6ZA-01A-12R-A33J-07	6.13004690294948	BLCA	Cancer
TCGA-DW-5561-01A-01R-1592-07	2.40406107318499	KIRP	Cancer
TCGA-2Y-A9GZ-01A-11R-A39D-07	1.39048143564858	LIHC	Cancer
TCGA-UF-A7JC-01A-21R-A34R-07	0.602711196750693	HNSC	Cancer
TCGA-CR-7371-01A-11R-2016-07	6.68333903022457	HNSC	Cancer
TCGA-KN-8423-11A-01R-2315-07	0.868444619082453	KICH	Normal
TCGA-AA-3520-01A-01R-0821-07	1.4723858061056	COAD	Cancer
TCGA-N5-A4RJ-01A-11R-A28V-07	0.917356504403966	UCS	Cancer
TCGA-AG-A011-01A-01R-A002-07	1.27605521265736	READ	Cancer
TCGA-3M-AB47-01A-22R-A414-31	3.02304966351105	STAD	Cancer
TCGA-HD-8634-01A-11R-2403-07	1.84263957005384	HNSC	Cancer
TCGA-AG-3731-11A-01R-1736-07	3.52945889190651	READ	Normal
TCGA-DU-A5TY-01A-11R-A28M-07	0.846942921747595	LGG	Cancer
TCGA-AK-3453-01A-02R-1277-07	14.981416825848	KIRC	Cancer
TCGA-33-6737-11A-01R-1820-07	47.2684834269302	LUSC	Normal
TCGA-B4-5843-01A-11R-1672-07	4.93897489786124	KIRC	Cancer
TCGA-DK-A3IV-01A-22R-A21D-07	4.02161798575985	BLCA	Cancer
TCGA-BH-A203-01A-12R-A169-07	2.22984377069086	BRCA	Cancer
TCGA-77-A5FZ-01A-31R-A27Q-07	12.0370605800797	LUSC	Cancer
TCGA-HT-7472-01A-11R-2027-07	0.373882334795743	LGG	Cancer
TCGA-FF-8046-01A-11R-2213-07	16.7907680853956	DLBC	Cancer
TCGA-FU-A23L-01A-11R-A16R-07	15.1596825693811	CESC	Cancer
TCGA-B0-5701-11A-01R-1541-07	1.51045032625362	KIRC	Normal
TCGA-MA-AA43-01A-11R-A42T-07	1.15272105772028	CESC	Cancer
TCGA-DW-7963-01B-11R-A28H-07	4.25677535757078	KIRP	Cancer
TCGA-DJ-A2Q9-01A-21R-A18C-07	4.06710740847547	THCA	Cancer
TCGA-36-1574-01A-01R-1566-13	2.775498702814	OV	Cancer
TCGA-AA-3819-01A-01R-0905-07	0.662899713043023	COAD	Cancer
TCGA-AG-A02X-01A-01R-A00A-07	1.4818236785783	READ	Cancer
TCGA-BH-A208-01A-11R-A157-07	0.913319313730257	BRCA	Cancer
TCGA-97-7553-01A-21R-2039-07	12.7304063913802	LUAD	Cancer
TCGA-EY-A1H0-01A-11R-A13S-07	0.705156051183522	UCEC	Cancer
TCGA-44-3918-01A-01R-1107-07	19.6666021400436	LUAD	Cancer
TCGA-BA-A4IG-01A-11R-A266-07	4.21513080010394	HNSC	Cancer
TCGA-49-AAR3-01A-11R-A41B-07	14.5174109737764	LUAD	Cancer
TCGA-CN-5356-01A-01R-1436-07	3.15046219893888	HNSC	Cancer
TCGA-S9-A7R4-01A-12R-A34R-07	0.0897569081469828	LGG	Cancer
TCGA-OR-A5KX-01A-11R-A29S-07	0.645648926633431	ACC	Cancer
TCGA-AA-3875-01A-01R-0905-07	2.79891216024546	COAD	Cancer
TCGA-PQ-A6FN-01A-11R-A31N-07	2.67334006531135	BLCA	Cancer
TCGA-KL-8333-01A-11R-2315-07	4.4476967741448	KICH	Cancer
TCGA-D7-6817-01A-11R-1884-13	2.75956700539698	STAD	Cancer
TCGA-B2-3924-01A-02R-1325-07	33.7778702064476	KIRC	Cancer
TCGA-VQ-A8PZ-01A-11R-A414-31	1.73198657005244	STAD	Cancer
TCGA-D5-6530-01A-11R-1723-07	9.79420038091862	COAD	Cancer
TCGA-J4-A67O-01A-11R-A30B-07	1.08001379084466	PRAD	Cancer
TCGA-EM-A2OY-01A-11R-A206-07	0.831895678753098	THCA	Cancer
TCGA-AA-3984-01A-02R-1022-07	5.46973285273069	COAD	Cancer
TCGA-B2-3924-01A-02R-A277-07	28.9709098755546	KIRC	Cancer
TCGA-C8-A1HE-01A-11R-A13Q-07	0.781851913383989	BRCA	Cancer
TCGA-55-8097-01A-11R-2241-07	2.50004762353751	LUAD	Cancer
TCGA-A8-A08I-01A-11R-A00Z-07	16.3438232029818	BRCA	Cancer
TCGA-BK-A13C-01A-11R-A118-07	0.440779757251741	UCEC	Cancer
TCGA-NC-A5HL-01A-11R-A26W-07	9.65738065781566	LUSC	Cancer
TCGA-EX-A3L1-01A-11R-A32Y-07	3.68109726942151	CESC	Cancer
TCGA-28-5209-01A-01R-1850-01	0.812256646785856	GBM	Cancer
TCGA-E2-A1L9-01A-11R-A13Q-07	0.917897298685659	BRCA	Cancer
TCGA-AF-A56L-01A-31R-A39D-07	0.925445915004205	READ	Cancer
TCGA-D3-A2JC-06A-11R-A18T-07	7.9538269201592	SKCM	Cancer
TCGA-UB-A7MC-01A-11R-A33R-07	0.698979600171149	LIHC	Cancer
TCGA-KN-8426-01A-11R-2315-07	3.63693990339176	KICH	Cancer
TCGA-E2-A1B6-01A-31R-A12P-07	10.8722673839059	BRCA	Cancer
TCGA-D1-A15W-01A-11R-A118-07	2.8573137750724	UCEC	Cancer
TCGA-AZ-6606-01A-11R-1839-07	4.26143940812188	COAD	Cancer
TCGA-EL-A4KG-01A-11R-A250-07	0.777053685669744	THCA	Cancer
TCGA-EK-A2RK-01A-11R-A18M-07	6.00574146632326	CESC	Cancer
TCGA-AA-A00Q-01A-01R-A002-07	1.49170622422707	COAD	Cancer
TCGA-QG-A5YW-01A-11R-A28H-07	2.29325624471927	COAD	Cancer
TCGA-BJ-A45D-01A-11R-A23W-07	2.07075757456543	THCA	Cancer
TCGA-24-2261-01A-01R-1568-13	4.83697829171923	OV	Cancer
TCGA-HU-A4H0-01A-11R-A251-31	9.42711178974073	STAD	Cancer
TCGA-77-A5G8-01B-11R-A27Q-07	3.9504446351086	LUSC	Cancer
TCGA-CV-6436-01A-11R-1686-07	12.1159620459778	HNSC	Cancer
TCGA-43-5668-01A-01R-1635-07	17.5130324115582	LUSC	Cancer
TCGA-BA-4076-01A-01R-1436-07	0.718061202718514	HNSC	Cancer
TCGA-J4-A6M7-01A-11R-A31N-07	0.476774761998706	PRAD	Cancer
TCGA-A2-A0T1-01A-21R-A084-07	7.27729239029255	BRCA	Cancer
TCGA-BS-A0V4-01A-11R-A14D-07	0.271005667576298	UCEC	Cancer
TCGA-49-4506-01A-01R-1206-07	11.7828254727504	LUAD	Cancer
TCGA-63-5131-01A-01R-1443-07	1.82685691850128	LUSC	Cancer
TCGA-IR-A3LF-01A-21R-A22U-07	3.23535393210218	CESC	Cancer
TCGA-UC-A7PI-01A-11R-A42S-07	1.4423406761426	CESC	Cancer
TCGA-HT-A616-01A-11R-A29R-07	0.173985801893044	LGG	Cancer
TCGA-44-6148-11A-01R-1858-07	16.6144655204798	LUAD	Normal
TCGA-FS-A1YX-06A-11R-A18T-07	1.32512917644316	SKCM	Cancer
TCGA-NJ-A4YF-01A-12R-A262-07	1.69843848200373	LUAD	Cancer
TCGA-AD-6901-01A-11R-1928-07	4.00322543527328	COAD	Cancer
TCGA-73-4676-11A-01R-1755-07	27.4143456669395	LUAD	Normal
TCGA-06-2570-01A-01R-1849-01	2.14044259033702	GBM	Cancer
TCGA-RC-A7SF-01A-11R-A352-07	1.2122697540931	LIHC	Cancer
TCGA-VQ-A8P5-01A-11R-A39E-31	3.93815035586673	STAD	Cancer
TCGA-CQ-6222-01A-11R-1915-07	7.32771008845958	HNSC	Cancer
TCGA-CV-7416-01A-11R-2081-07	3.74850029342941	HNSC	Cancer
TCGA-EI-6509-01A-11R-1736-07	0.825523561145173	READ	Cancer
TCGA-HC-A4ZV-01A-11R-A26U-07	1.59451931863042	PRAD	Cancer
TCGA-BA-5555-01A-01R-1514-07	5.64853645869309	HNSC	Cancer
TCGA-OR-A5JM-01A-11R-A29S-07	0.0253180308836666	ACC	Cancer
TCGA-D8-A1XD-01A-11R-A14D-07	0.249173096870483	BRCA	Cancer
TCGA-A3-3376-01A-02R-1420-07	10.0858527171484	KIRC	Cancer
TCGA-D9-A6E9-06A-12R-A311-07	143.957990129512	SKCM	Cancer
TCGA-53-7813-01A-11R-2170-07	3.06458152407039	LUAD	Cancer
TCGA-S9-A7R2-01A-21R-A34R-07	1.7652022160014	LGG	Cancer
TCGA-CX-7085-01A-21R-2016-07	11.7065315903635	HNSC	Cancer
TCGA-AA-3844-01A-01R-1022-07	3.00760377414168	COAD	Cancer
TCGA-HT-7882-01A-11R-2403-07	5.58141667930581	LGG	Cancer
TCGA-MT-A51X-01A-11R-A266-07	1.67979616959923	HNSC	Cancer
TCGA-VS-A94W-01A-12R-A37O-07	7.18753804795394	CESC	Cancer
TCGA-DD-A4NH-01A-11R-A27V-07	0.712881577107023	LIHC	Cancer
TCGA-BQ-7056-01A-11R-1965-07	0.836372415327263	KIRP	Cancer
TCGA-CU-A0YN-01A-21R-A10U-07	3.64555822877287	BLCA	Cancer
TCGA-G4-6314-01A-11R-1723-07	1.58841923967156	COAD	Cancer
TCGA-AG-3611-01A-01R-0826-07	0.7074107322375	READ	Cancer
TCGA-B6-A0X7-01A-11R-A10J-07	0.890029457819375	BRCA	Cancer
TCGA-A8-A09M-01A-11R-A00Z-07	3.90628901793816	BRCA	Cancer
TCGA-G9-6370-01A-11R-1789-07	2.2189342556285	PRAD	Cancer
TCGA-85-A4CN-01A-11R-A24H-07	3.90600584919037	LUSC	Cancer
TCGA-K4-A6FZ-01A-11R-A31N-07	3.50011961545066	BLCA	Cancer
TCGA-AB-2872-03A-01T-0735-13	3.43237828811767	LAML	Cancer
TCGA-50-5072-01A-21R-1858-07	2.54503412432655	LUAD	Cancer
TCGA-EE-A2MH-06A-11R-A18S-07	10.3526638195907	SKCM	Cancer
TCGA-TM-A84L-01A-11R-A36H-07	0.585334069200063	LGG	Cancer
TCGA-5R-AA1D-01A-11R-A38B-07	3.384509649938	LIHC	Cancer
TCGA-EJ-7788-01A-11R-2118-07	1.10021820652298	PRAD	Cancer
TCGA-DM-A285-01A-11R-A16W-07	0.287347247378286	COAD	Cancer
TCGA-DS-A1O9-01A-11R-A14Y-07	10.1252798481202	CESC	Cancer
TCGA-B9-4117-01A-02R-1351-07	2.3531698147479	KIRP	Cancer
TCGA-CR-6481-01A-11R-1873-07	26.2899119752016	HNSC	Cancer
TCGA-HC-8261-01B-05R-2302-07	1.17294939686873	PRAD	Cancer
TCGA-S9-A6TW-01A-12R-A32Q-07	1.48187635711382	LGG	Cancer
TCGA-78-7145-01A-11R-2039-07	0.650850803834018	LUAD	Cancer
TCGA-AB-2986-03A-01T-0734-13	8.73725518690395	LAML	Cancer
TCGA-G3-AAUZ-01A-11R-A38B-07	2.4549654915863	LIHC	Cancer
TCGA-BR-4267-01A-01R-1131-13	1.20288438921965	STAD	Cancer
TCGA-F4-6808-01A-11R-1839-07	0.643729207518744	COAD	Cancer
TCGA-BS-A0U5-01A-11R-A109-07	1.31385247929876	UCEC	Cancer
TCGA-A8-A075-01A-11R-A084-07	3.28652746906898	BRCA	Cancer
TCGA-A6-2675-01A-02R-1723-07	3.94478088426542	COAD	Cancer
TCGA-AB-2976-03A-01T-0734-13	2.19308555128674	LAML	Cancer
TCGA-13-1497-01A-01R-1565-13	1.00018940282316	OV	Cancer
TCGA-EL-A3ZL-01A-11R-A23N-07	1.15411975641902	THCA	Cancer
TCGA-MH-A561-01A-11R-A26U-07	2.60004188296639	KIRP	Cancer
TCGA-EB-A24D-01A-11R-A18T-07	2.44742490370303	SKCM	Cancer
TCGA-KK-A8IK-01A-11R-A36G-07	0.165569817969956	PRAD	Cancer
TCGA-D3-A2JE-06A-11R-A37K-07	0.506405497607328	SKCM	Cancer
TCGA-WY-A85C-01A-11R-A36H-07	0.302508556474981	LGG	Cancer
TCGA-A7-A0CE-01A-11R-A00Z-07	1.83534003027708	BRCA	Cancer
TCGA-DD-A1EC-11A-11R-A131-07	1.92436222498259	LIHC	Normal
TCGA-D8-A1JE-01A-11R-A13Q-07	0.477824106018019	BRCA	Cancer
TCGA-HC-A8D0-01A-11R-A36G-07	2.49122560289314	PRAD	Cancer
TCGA-DU-6400-01A-12R-1708-07	0.739999456137789	LGG	Cancer
TCGA-DU-7300-01A-21R-2090-07	0.503928635110907	LGG	Cancer
TCGA-AA-3517-01A-01R-0821-07	4.46365421054025	COAD	Cancer
TCGA-AA-3860-01A-02R-0905-07	3.55777525820941	COAD	Cancer
TCGA-AW-A1PO-01A-12R-A157-07	0.731984562521448	UCEC	Cancer
TCGA-76-4925-01A-01R-1850-01	0.425954069715541	GBM	Cancer
TCGA-23-1024-01A-02R-1564-13	0.60076173741618	OV	Cancer
TCGA-AL-3467-01A-02R-1351-07	0.415434824472919	KIRP	Cancer
TCGA-CG-5716-01A-21R-1802-13	3.28416322379222	STAD	Cancer
TCGA-A7-A26H-01A-11R-A169-07	1.42521856367212	BRCA	Cancer
TCGA-AA-3531-01A-01R-0821-07	1.31470870016628	COAD	Cancer
TCGA-B5-A11X-01A-11R-A10J-07	11.270730783954	UCEC	Cancer
TCGA-XF-AAML-01A-11R-A42T-07	2.40045576137162	BLCA	Cancer
TCGA-E2-A1IO-01A-11R-A144-07	2.91737498246442	BRCA	Cancer
TCGA-DM-A1HA-01A-11R-A155-07	2.10177211469608	COAD	Cancer
TCGA-VQ-A94T-01A-11R-A414-31	3.38741484381294	STAD	Cancer
TCGA-WE-AAA0-06A-11R-A38C-07	1.83890735928076	SKCM	Cancer
TCGA-A8-A06N-01A-11R-A00Z-07	0.448422470015977	BRCA	Cancer
TCGA-CV-7245-11A-01R-2016-07	2.35379592437834	HNSC	Normal
TCGA-DG-A2KK-01A-11R-A180-07	4.81296966187241	CESC	Cancer
TCGA-KC-A7F3-01A-21R-A33R-07	1.65132091481398	PRAD	Cancer
TCGA-44-7669-01A-21R-2066-07	7.81119025879282	LUAD	Cancer
TCGA-D9-A1JW-06A-11R-A18S-07	12.9174837619039	SKCM	Cancer
TCGA-79-5596-01A-31R-1949-07	1.54945562475681	LUSC	Cancer
TCGA-AB-2839-03A-01T-0734-13	5.1365810641279	LAML	Cancer
TCGA-A7-A13G-01A-11R-A13Q-07	0.134716610233822	BRCA	Cancer
TCGA-ZF-A9RN-01A-11R-A42T-07	11.8918447743565	BLCA	Cancer
TCGA-A6-4105-01A-02R-1774-07	9.66384417133156	COAD	Cancer
TCGA-EI-6917-01A-11R-1928-07	8.06422182153605	READ	Cancer
TCGA-DJ-A3UZ-01A-11R-A22U-07	4.08977568273942	THCA	Cancer
TCGA-C8-A12N-01A-11R-A115-07	0.708300363946312	BRCA	Cancer
TCGA-G4-6321-01A-11R-1723-07	5.52848908457805	COAD	Cancer
TCGA-EM-A2CS-06A-11R-A180-07	0.385167092218435	THCA	Cancer
TCGA-EB-A6QY-01A-12R-A32P-07	1.40755882114315	SKCM	Cancer
TCGA-C8-A137-01A-11R-A115-07	0.120364608184645	BRCA	Cancer
TCGA-KO-8405-01A-11R-2315-07	4.14784517740304	KICH	Cancer
TCGA-27-2528-01A-01R-1850-01	0.301418760812801	GBM	Cancer
TCGA-UF-A718-01A-22R-A34R-07	2.7280281102282	HNSC	Cancer
TCGA-BH-A0E0-11A-13R-A089-07	1.4112683038818	BRCA	Normal
TCGA-DD-AADJ-01A-11R-A41C-07	1.65190578505038	LIHC	Cancer
TCGA-56-8625-01A-11R-2403-07	20.9651601920723	LUSC	Cancer
TCGA-CV-5979-01A-11R-1686-07	2.37643704470353	HNSC	Cancer
TCGA-D3-A1Q1-06A-21R-A18T-07	0.999862369069881	SKCM	Cancer
TCGA-AA-3655-01A-02R-1723-07	1.92009397429628	COAD	Cancer
TCGA-HU-A4G3-11A-11R-A24K-31	0.744265430632178	STAD	Normal
TCGA-05-4410-01A-21R-1858-07	9.38741865813606	LUAD	Cancer
TCGA-39-5024-01A-21R-1820-07	1.86121162897116	LUSC	Cancer
TCGA-63-A5MS-01A-11R-A26W-07	5.27461498518423	LUSC	Cancer
TCGA-B9-4114-01A-01R-1193-07	3.86227258114334	KIRP	Cancer
TCGA-50-6595-01A-12R-1858-07	10.5262366890047	LUAD	Cancer
TCGA-K4-A5RI-01A-11R-A28M-07	5.07710764296295	BLCA	Cancer
TCGA-HU-A4GY-01A-21R-A24K-31	7.24163579453375	STAD	Cancer
TCGA-J8-A3YE-01A-12R-A23N-07	0.711873875970446	THCA	Cancer
TCGA-OR-A5KV-01A-11R-A29S-07	0.20281357739561	ACC	Cancer
TCGA-05-4402-01A-01R-1206-07	7.2615994954986	LUAD	Cancer
TCGA-E2-A14S-01A-11R-A12D-07	0.947164210056108	BRCA	Cancer
TCGA-KL-8336-01A-11R-2315-07	2.23049469570661	KICH	Cancer
TCGA-EO-A3AU-01A-21R-A19W-07	5.446938941962	UCEC	Cancer
TCGA-BR-6454-01A-11R-1802-13	12.1862870233318	STAD	Cancer
TCGA-FI-A2D4-01A-12R-A17B-07	1.65968114817751	UCEC	Cancer
TCGA-99-8032-01A-11R-2241-07	3.52971672218239	LUAD	Cancer
TCGA-A4-A4ZT-11A-11R-A26U-07	0.749732330799061	KIRP	Normal
TCGA-KK-A5A1-01A-11R-A29R-07	0.944227489434451	PRAD	Cancer
TCGA-P3-A5Q6-01A-11R-A28V-07	0.883506912868729	HNSC	Cancer
TCGA-BP-4760-01A-02R-1420-07	1.89088844660284	KIRC	Cancer
TCGA-CV-6956-01A-21R-2016-07	0.229435498917496	HNSC	Cancer
TCGA-QS-A8F1-01A-21R-A37O-07	0.718099018749335	UCEC	Cancer
TCGA-A8-A086-01A-11R-A00Z-07	0.316080006518455	BRCA	Cancer
TCGA-AJ-A3NH-01A-11R-A22K-07	0.473023730280076	UCEC	Cancer
TCGA-EL-A4JX-01A-12R-A250-07	6.68863397414039	THCA	Cancer
TCGA-P3-A6T4-01A-11R-A34R-07	0.945918928432879	HNSC	Cancer
TCGA-55-8619-01A-11R-2403-07	13.0628032432656	LUAD	Cancer
TCGA-VS-A8Q8-01A-11R-A37O-07	5.55880332024914	CESC	Cancer
TCGA-28-5208-01A-01R-1850-01	2.80096060526417	GBM	Cancer
TCGA-G7-A8LE-01A-11R-A36F-07	1.18166462451374	KIRP	Cancer
TCGA-OR-A5J8-01A-11R-A29S-07	5.42757573653863	ACC	Cancer
TCGA-EB-A4OZ-01A-12R-A266-07	22.2356459807886	SKCM	Cancer
TCGA-J4-A67S-01A-11R-A30B-07	1.42404379192291	PRAD	Cancer
TCGA-EI-6506-01A-11R-1736-07	2.87778103651307	READ	Cancer
TCGA-AP-A05D-01A-11R-A00V-07	2.35941645069945	UCEC	Cancer
TCGA-EL-A3H7-11A-11R-A21D-07	3.2527064870199	THCA	Normal
TCGA-SX-A7SR-01A-12R-A36F-07	2.3577450469715	KIRP	Cancer
TCGA-HC-8260-11A-01R-2263-07	0.898277167144273	PRAD	Normal
TCGA-C8-A135-01A-11R-A115-07	2.08396562762178	BRCA	Cancer
TCGA-E2-A15G-01A-11R-A12D-07	0.482948609908957	BRCA	Cancer
TCGA-MY-A5BF-11A-11R-A26T-07	2.77267525014067	CESC	Normal
TCGA-B6-A408-01A-12R-A24H-07	3.21086449710883	BRCA	Cancer
TCGA-A3-3372-01A-02R-1325-07	10.3252707853491	KIRC	Cancer
TCGA-CH-5768-01A-11R-1580-07	0.684383200146566	PRAD	Cancer
TCGA-D9-A6EA-06A-11R-A311-07	1.06459339033757	SKCM	Cancer
TCGA-AA-3685-01A-02R-A32Z-07	3.50193170761454	COAD	Cancer
TCGA-EL-A3T9-01A-21R-A22L-07	0.447956345181998	THCA	Cancer
TCGA-AA-3862-01A-01R-1022-07	3.52519428380513	COAD	Cancer
TCGA-D8-A1Y3-01A-11R-A157-07	2.02043197711848	BRCA	Cancer
TCGA-ZF-A9R3-01A-11R-A38B-07	0.653567678237909	BLCA	Cancer
TCGA-AR-A0TQ-01A-11R-A084-07	3.72892514998701	BRCA	Cancer
TCGA-CV-7095-01A-21R-2016-07	1.41915105683106	HNSC	Cancer
TCGA-CC-A3MA-01A-11R-A213-07	1.27758247216215	LIHC	Cancer
TCGA-BJ-A28X-11A-11R-A22L-07	11.6194300122677	THCA	Normal
TCGA-BC-A110-01A-11R-A131-07	2.53626394762005	LIHC	Cancer
TCGA-BH-A1FE-11B-14R-A13Q-07	2.30225592486618	BRCA	Normal
TCGA-DO-A2HM-01B-11R-A22L-07	8.81542363455744	THCA	Cancer
TCGA-FD-A6TF-01A-52R-A32O-07	1.48492254639543	BLCA	Cancer
TCGA-3K-AAZ8-01A-12R-A39D-07	1.68977422414791	LIHC	Cancer
TCGA-K7-A5RG-01A-11R-A28V-07	34.4836256321525	LIHC	Cancer
TCGA-AB-2876-03A-01T-0734-13	8.27008490024043	LAML	Cancer
TCGA-A5-A1OH-01A-21R-A22K-07	0.458520414637327	UCEC	Cancer
TCGA-ET-A39M-01A-11R-A19O-07	4.57839961741397	THCA	Cancer
TCGA-CS-4944-01A-01R-1470-07	0.466518376827321	LGG	Cancer
TCGA-VS-A953-01A-11R-A38B-07	5.62872119408061	CESC	Cancer
TCGA-UZ-A9PX-01A-11R-A42S-07	1.29351105940177	KIRP	Cancer
TCGA-44-A479-01A-31R-A24H-07	14.5735576661421	LUAD	Cancer
TCGA-56-8623-11A-01R-A28V-07	43.040586473092	LUSC	Normal
TCGA-E9-A1RB-11A-33R-A157-07	5.01722474574247	BRCA	Normal
TCGA-HT-7610-01A-21R-2090-07	0.213801763480375	LGG	Cancer
TCGA-AB-2873-03A-01T-0735-13	7.16375457850686	LAML	Cancer
TCGA-EJ-7783-11A-01R-2118-07	1.7192988449569	PRAD	Normal
TCGA-DO-A1JZ-11A-11R-A13Y-07	0.757576609693895	THCA	Normal
TCGA-OR-A5K8-01A-11R-A29S-07	1.13535143397229	ACC	Cancer
TCGA-EE-A2A2-06A-11R-A18T-07	3.38312543292048	SKCM	Cancer
TCGA-D1-A2G6-01A-11R-A17B-07	1.3545939094732	UCEC	Cancer
TCGA-KL-8342-01A-11R-2315-07	6.10548099827571	KICH	Cancer
TCGA-A3-3365-01A-01R-0864-07	12.9457445989202	KIRC	Cancer
TCGA-C8-A1HG-01A-11R-A137-07	7.27211437980153	BRCA	Cancer
TCGA-NH-A6GC-01A-12R-A41B-07	0.823770255439092	COAD	Cancer
TCGA-BP-4982-01A-01R-1334-07	10.8262448919844	KIRC	Cancer
TCGA-G3-A5SL-01A-11R-A27V-07	1.65060207117946	LIHC	Cancer
TCGA-56-7730-01A-11R-2125-07	0.564994480589753	LUSC	Cancer
TCGA-UY-A9PH-01A-11R-A38B-07	16.4831538821989	BLCA	Cancer
TCGA-AR-A24T-01A-11R-A169-07	0.903376785720128	BRCA	Cancer
TCGA-FI-A2F9-01A-11R-A17B-07	1.0286800074744	UCEC	Cancer
TCGA-26-5139-01A-01R-1850-01	1.65785153275076	GBM	Cancer
TCGA-G7-6789-01A-11R-1965-07	1.25274495995704	KIRP	Cancer
TCGA-DJ-A3UV-01A-11R-A22L-07	2.7190029938543	THCA	Cancer
TCGA-A5-A7WJ-01A-12R-A34R-07	0.555143407338552	UCEC	Cancer
TCGA-DU-7304-02A-12R-A36H-07	0.327486766422845	LGG	Cancer
TCGA-BH-A0DL-11A-13R-A115-07	3.2420869465746	BRCA	Normal
TCGA-G5-6572-01A-11R-1830-07	1.23953950830289	READ	Cancer
TCGA-34-5232-01A-21R-1820-07	6.67802646908854	LUSC	Cancer
TCGA-DD-A1EH-01A-11R-A131-07	1.38633199636963	LIHC	Cancer
TCGA-EK-A2GZ-01A-11R-A180-07	6.52776876561251	CESC	Cancer
TCGA-BK-A13C-11A-11R-A118-07	3.62852631821444	UCEC	Normal
TCGA-ET-A3DP-11A-22R-A21D-07	1.11105403643821	THCA	Normal
TCGA-CM-5863-01A-21R-1839-07	1.41202994866146	COAD	Cancer
TCGA-DK-AA6X-01A-12R-A42T-07	1.12885478173983	BLCA	Cancer
TCGA-ER-A194-01A-11R-A18U-07	5.38193128002526	SKCM	Cancer
TCGA-D3-A3MO-06A-11R-A21D-07	5.70297247438262	SKCM	Cancer
TCGA-55-8620-01A-11R-2403-07	7.21235031507059	LUAD	Cancer
TCGA-WS-AB45-01A-11R-A41B-07	13.7695181788534	COAD	Cancer
TCGA-04-1648-01A-01R-1567-13	1.16783898444828	OV	Cancer
TCGA-G4-6320-01A-11R-1723-07	1.22957123773565	COAD	Cancer
TCGA-BH-A1EN-01A-11R-A13Q-07	0.790452305617223	BRCA	Cancer
TCGA-BC-A3KG-01A-11R-A213-07	0.702061239880851	LIHC	Cancer
TCGA-CV-7407-01A-11R-2081-07	8.69941167700967	HNSC	Cancer
TCGA-N7-A59B-01A-11R-A28V-07	3.70713116149383	UCS	Cancer
TCGA-34-5240-01A-01R-1443-07	1.37028855480587	LUSC	Cancer
TCGA-55-7227-01A-11R-2039-07	5.20997926150004	LUAD	Cancer
TCGA-BR-6803-01A-11R-1884-13	5.34347874311926	STAD	Cancer
TCGA-D1-A101-01A-12R-A10J-07	9.6891182967302	UCEC	Cancer
TCGA-EB-A85J-01A-12R-A352-07	25.481764663905	SKCM	Cancer
TCGA-24-0968-01A-01R-1569-13	2.3672672496323	OV	Cancer
TCGA-S9-A7IZ-01A-11R-A34F-07	0.23804639032415	LGG	Cancer
TCGA-58-8391-01A-11R-2326-07	2.17703095090927	LUSC	Cancer
TCGA-A2-A25C-01A-11R-A169-07	0.947047414411949	BRCA	Cancer
TCGA-FS-A1ZF-06A-12R-A18S-07	1.44938578248035	SKCM	Cancer
TCGA-E2-A15D-01A-11R-A115-07	2.17541781495472	BRCA	Cancer
